period,true_value,mm_signal,mm_bid,mm_ask,mm_num_buys,mm_num_sells,mm_pnl,bot_tight_bid,bot_tight_ask,bot_wide_bid,bot_wide_ask,bot_skewed_bid,bot_skewed_ask,bot_noisy_bid,bot_noisy_ask,bot_fade_bid,bot_fade_ask
413,920.08,963.71,893.71,1033.71,0,0,0.0,877.98,987.98,812.99,1052.99,884.41,1039.41,937.83,1044.69,831.2,1042.21
414,510.67,529.11,459.11,599.11,0,0,0.0,479.46,589.46,404.78,644.78,400.89,555.89,459.07,577.95,491.37,582.44
415,368.53,345.85,275.85,415.85,0,0,0.0,378.61,488.61,201.44,441.44,275.44,430.44,230.57,402.11,204.07,350.83
416,960.09,975.51,905.51,1045.51,0,0,0.0,963.96,1073.96,843.22,1083.22,959.43,1114.43,848.3,988.53,788.34,984.23
417,602.98,598.62,528.62,668.62,0,0,0.0,629.56,739.56,462.63,702.63,572.42,727.42,550.79,627.09,473.22,557.89
418,957.17,1016.27,946.27,1086.27,0,0,0.0,859.56,969.56,787.89,1027.89,821.21,976.21,946.69,1070.8,900.16,1135.51
419,740.18,746.49,676.49,816.49,0,0,0.0,781.08,891.08,653.82,893.82,707.8,862.8,714.37,784.21,590.18,716.12
420,217.21,253.21,183.21,323.21,0,0,0.0,188.33,298.33,41.59,281.59,148.59,303.59,135.57,276.72,63.27,246.76
421,590.34,602.72,532.72,672.72,0,0,0.0,545.82,655.82,502.52,742.52,537.18,692.18,577.96,697.68,549.5,661.09
422,405.23,449.42,379.42,519.42,0,0,0.0,362.62,472.62,286.81,526.81,379.67,534.67,378.85,514.08,351.02,459.45
423,123.89,154.83,84.83,224.83,0,0,0.0,57.17,167.17,31.63,271.63,79.16,234.16,0.9,78.06,107.97,279.81
424,689.38,634.19,564.19,704.19,0,0,0.0,604.12,714.12,524.75,764.75,668.03,823.03,639.42,730.12,529.59,634.16
425,587.89,506.92,436.92,576.92,19,0,-208.35,592.48,702.48,367.38,607.38,574.71,729.71,537.72,595.4,559.49,674.61
426,447.88,377.32,307.32,447.32,21,0,-11.77,382.84,492.84,227.5,467.5,368.16,523.16,420.14,552.04,417.09,508.28
427,871.06,866.08,796.08,936.08,0,0,0.0,854.68,964.68,714.64,954.64,830.74,985.74,851.32,955.48,767.73,956.34
428,789.43,774.3,704.3,844.3,0,0,0.0,781.12,891.12,728.38,968.38,756.76,911.76,846.13,965.5,654.01,802.49
429,78.96,118.4,48.4,188.4,0,0,0.0,3.36,113.36,50.55,290.55,44.28,199.28,84.56,192.59,0.0,148.61
430,632.27,606.89,536.89,676.89,0,0,0.0,626.68,736.68,599.19,839.19,483.21,638.21,454.36,564.09,583.49,707.07
431,803.72,895.43,825.43,965.43,0,22,-477.5,674.25,784.25,818.16,1058.16,753.26,908.26,667.25,822.34,788.67,984.67
432,350.64,357.38,287.38,427.38,0,0,0.0,301.78,411.78,228.34,468.34,274.14,429.14,283.67,389.16,208.59,354.17
433,255.27,221.19,151.19,291.19,0,0,0.0,168.82,278.82,137.62,377.62,228.19,383.19,219.48,334.1,157.95,316.74
434,503.65,568.21,498.21,638.21,0,14,76.14,474.68,584.68,445.51,685.51,494.11,649.11,414.91,510.1,380.27,481.07
435,720.85,740.12,670.12,810.12,0,0,0.0,612.8,722.8,654.07,894.07,607.96,762.96,618.55,739.28,698.17,862.23
436,72.65,118.25,48.25,188.25,0,7,170.8,42.82,152.82,0.0,208.23,0.0,129.46,43.41,141.43,0.0,169.86
437,395.94,464.71,394.71,534.71,0,0,0.0,320.54,430.54,296.89,536.89,417.74,572.74,274.89,398.63,451.1,533.42
438,130.42,189.7,119.7,259.7,0,0,0.0,84.46,194.46,59.96,299.96,143.69,298.69,62.17,245.45,9.25,206.84
439,277.49,263.21,193.21,333.21,7,0,390.04,255.36,365.36,157.41,397.41,206.85,361.85,222.96,346.12,244.08,380.41
440,956.03,860.11,790.11,930.11,25,0,-647.97,950.11,1060.11,777.71,1017.71,947.26,1102.26,828.61,956.66,791.47,988.46
441,948.17,939.98,869.98,1009.98,0,0,0.0,918.39,1028.39,834.05,1074.05,915.45,1070.45,964.09,984.09,918.97,1160.95
442,64.51,20.96,0.0,90.96,0,0,0.0,73.77,183.77,0.0,205.16,11.12,166.12,0.0,26.13,59.83,244.22
443,161.29,112.32,42.32,182.32,0,0,0.0,22.98,132.98,0.0,214.98,82.72,237.72,37.52,157.01,45.02,233.28
444,375.9,332.22,262.22,402.22,9,0,236.89,335.92,445.92,364.98,604.98,393.64,548.64,355.79,449.29,341.6,452.49
445,425.22,366.33,296.33,436.33,0,0,0.0,414.77,524.77,411.86,651.86,433.06,588.06,332.1,406.81,329.36,443.44
446,806.43,773.95,703.95,843.95,0,0,0.0,679.3,789.3,669.95,909.95,826.29,981.29,726.58,871.11,775.82,967.28
447,777.4,870.86,800.86,940.86,0,26,-609.84,747.67,857.67,739.69,979.69,751.81,906.81,685.47,783.39,727.99,902.58
448,207.0,188.17,118.17,258.17,0,0,0.0,59.48,169.48,121.1,361.1,182.59,337.59,271.81,360.46,89.61,266.23
449,968.19,1017.76,947.76,1087.76,0,0,0.0,855.78,965.78,859.17,1099.17,958.92,1113.92,1034.11,1074.8,858.81,1079.56
450,627.11,628.2,558.2,698.2,0,0,0.0,556.18,666.18,546.18,786.18,561.49,716.49,583.32,704.91,516.59,616.56
451,678.34,647.81,577.81,717.81,0,0,0.0,589.03,699.03,479.62,719.62,657.32,812.32,569.61,695.5,649.3,796.11
452,795.37,675.66,605.66,745.66,35,0,-1740.15,799.77,909.77,714.37,954.37,786.25,941.25,687.83,843.97,713.63,883.14
453,577.72,534.36,464.36,604.36,0,0,0.0,553.54,663.54,356.33,596.33,601.92,756.92,471.42,636.82,515.87,615.59
454,201.1,262.98,192.98,332.98,0,0,0.0,216.59,326.59,105.75,345.75,170.48,325.48,153.14,279.07,89.04,265.81
455,212.74,267.53,197.53,337.53,0,11,167.27,111.61,221.61,23.39,263.39,150.75,305.75,134.8,257.24,71.85,253.11
456,401.0,479.14,409.14,549.14,0,18,-146.64,388.71,498.71,143.31,383.31,375.07,530.07,277.27,427.6,384.52,484.21
457,993.32,1069.2,999.2,1139.2,0,0,0.0,975.46,1085.46,915.07,1155.07,1021.29,1176.29,1002.44,1097.5,859.82,1080.93
458,852.22,852.43,782.43,922.43,0,0,0.0,749.28,859.28,741.76,981.76,944.67,1099.67,793.74,928.87,835.72,1048.32
459,710.07,713.67,643.67,783.67,0,0,0.0,659.41,769.41,582.02,822.02,679.15,834.15,730.9,847.48,567.02,684.79
460,677.27,671.49,601.49,741.49,0,0,0.0,610.69,720.69,568.36,808.36,595.73,750.73,648.59,755.93,602.75,733.13
461,832.19,695.14,625.14,765.14,29,0,-1944.22,672.81,782.81,679.92,919.92,745.0,900.0,828.61,973.67,690.05,851.24
462,694.49,718.4,648.4,788.4,0,3,138.28,647.99,757.99,646.16,886.16,570.4,725.4,621.17,747.64,629.72,769.63
463,447.78,483.07,413.07,553.07,0,0,0.0,388.09,498.09,362.15,602.15,384.22,539.22,398.95,545.3,414.84,506.62
464,656.68,672.95,602.95,742.95,0,0,0.0,630.85,740.85,518.87,758.87,610.58,765.58,589.43,703.55,592.18,718.83
465,854.48,848.11,778.11,918.11,0,0,0.0,914.64,1024.64,724.14,964.14,752.22,907.22,849.84,901.62,786.85,982.2
466,234.47,250.25,180.25,320.25,0,0,0.0,156.17,266.17,40.97,280.97,182.17,337.17,190.62,314.62,124.91,292.32
467,589.15,606.79,536.79,676.79,0,0,0.0,490.97,600.97,548.41,788.41,512.96,667.96,555.91,679.84,543.87,653.47
468,439.8,499.19,429.19,569.19,0,0,0.0,377.65,487.65,367.27,607.27,402.87,557.87,432.56,500.35,286.91,412.07
469,855.85,924.81,854.81,994.81,0,12,12.4,812.66,922.66,738.22,978.22,805.6,960.6,835.88,956.56,847.33,1064.04
470,358.29,400.84,330.84,470.84,0,11,301.91,218.29,328.29,288.11,528.11,322.63,477.63,279.25,419.87,262.38,393.93
471,691.37,743.46,673.46,813.46,0,11,197.04,615.68,725.68,457.07,697.07,645.21,800.21,625.56,785.9,585.62,709.95
472,383.93,402.76,332.76,472.76,0,0,0.0,335.29,445.29,171.18,411.18,325.53,480.53,280.49,420.43,405.89,500.0
473,816.21,746.97,676.97,816.97,19,0,14.54,804.82,914.82,744.92,984.92,732.19,887.19,822.53,903.35,763.13,950.11
474,821.17,868.78,798.78,938.78,0,0,0.0,801.56,911.56,633.03,873.03,744.4,899.4,756.36,803.87,693.27,855.6
475,794.23,815.72,745.72,885.72,0,0,0.0,717.06,827.06,661.11,901.11,805.63,960.63,799.34,927.72,710.92,879.47
476,529.03,569.14,499.14,639.14,0,0,0.0,487.4,597.4,397.59,637.59,455.88,610.88,410.03,585.39,558.77,673.63
477,583.68,532.53,462.53,602.53,0,0,0.0,556.07,666.07,400.65,640.65,497.74,652.74,613.11,765.98,495.0,587.35
478,721.32,748.85,678.85,818.85,0,0,0.0,693.28,803.28,642.44,882.44,739.36,894.36,711.28,851.48,649.1,795.84
479,200.47,254.11,184.11,324.11,0,0,0.0,210.08,320.08,84.63,324.63,137.18,292.18,39.17,192.13,141.36,304.48
480,566.1,533.49,463.49,603.49,0,0,0.0,540.05,650.05,399.01,639.01,512.67,667.67,605.04,738.4,479.42,566.27
481,910.34,955.48,885.48,1025.48,0,0,0.0,878.12,988.12,749.93,989.93,823.08,978.08,1006.73,1111.01,864.41,1087.14
482,636.81,764.3,694.3,834.3,0,32,-1839.64,569.84,679.84,559.48,799.48,606.01,761.01,567.52,747.41,605.6,736.99
483,892.91,904.71,834.71,974.71,0,0,0.0,783.35,893.35,705.98,945.98,743.28,898.28,852.09,956.09,840.48,1054.77
484,18.73,79.97,9.97,149.97,0,14,122.74,2.03,112.03,0.0,120.0,0.0,100.0,0.0,27.15,0.0,115.0
485,538.02,578.79,508.79,648.79,0,0,0.0,445.7,555.7,440.35,680.35,499.41,654.41,576.5,728.06,428.29,516.56
486,150.05,136.95,66.95,206.95,0,0,0.0,91.3,201.3,40.81,280.81,37.38,192.38,113.05,199.47,170.08,325.71
487,381.38,387.97,317.97,457.97,0,0,0.0,339.81,449.81,182.23,422.23,312.72,467.72,329.61,451.3,339.81,451.16
488,474.13,452.13,382.13,522.13,0,0,0.0,415.75,525.75,359.1,599.1,397.04,552.04,436.14,574.6,433.53,520.44
489,516.96,517.84,447.84,587.84,0,2,138.25,422.83,532.83,344.11,584.11,413.54,568.54,345.35,445.51,330.32,444.15
490,452.62,523.99,453.99,593.99,0,16,-21.88,359.93,469.93,348.38,588.38,394.7,549.7,373.03,502.76,417.41,508.52
491,404.02,339.22,269.22,409.22,16,0,83.24,389.39,499.39,298.77,538.77,351.57,506.57,370.65,514.06,326.22,441.12
492,832.81,854.59,784.59,924.59,0,0,0.0,870.25,980.25,764.49,1004.49,800.93,955.93,850.24,989.52,768.53,957.42
493,105.99,150.53,80.53,220.53,0,0,0.0,54.92,164.92,58.95,298.95,177.68,332.68,54.97,141.27,75.54,255.83
494,737.0,664.06,594.06,734.06,0,0,0.0,657.07,767.07,569.7,809.7,700.17,855.17,604.78,722.98,661.15,812.14
495,325.89,295.19,225.19,365.19,0,0,0.0,278.74,388.74,245.03,485.03,297.1,452.1,300.53,419.67,207.75,353.55
496,241.06,244.24,174.24,314.24,0,0,0.0,155.09,265.09,100.68,340.68,270.26,425.26,135.77,258.42,184.43,336.32
497,297.51,277.02,207.02,347.02,0,0,0.0,177.21,287.21,205.0,445.0,278.57,433.57,131.87,306.99,189.17,339.82
498,868.82,867.93,797.93,937.93,0,0,0.0,758.48,868.48,692.63,932.63,779.15,934.15,821.41,936.52,768.28,957.09
499,769.9,824.3,754.3,894.3,0,0,0.0,702.57,812.57,641.98,881.98,770.91,925.91,488.92,654.22,700.26,865.05
500,509.08,387.04,317.04,457.04,28,0,-1457.18,478.46,588.46,456.48,696.48,393.13,548.13,504.34,540.52,496.58,589.49
501,460.04,446.86,376.86,516.86,0,0,0.0,450.28,560.28,280.88,520.88,483.77,638.77,436.61,524.65,374.41,476.74
502,188.43,84.06,14.06,154.06,24,0,-824.88,93.87,203.87,31.6,271.6,116.08,271.08,103.95,208.3,152.64,312.82
503,357.96,369.09,299.09,439.09,0,0,0.0,319.41,429.41,284.76,524.76,272.85,427.85,398.59,494.18,462.57,543.48
504,572.37,560.19,490.19,630.19,0,0,0.0,554.71,664.71,489.39,729.39,541.42,696.42,544.55,651.65,520.79,622.24
505,394.93,305.67,235.67,375.67,16,0,-308.11,358.55,468.55,270.62,510.62,365.69,520.69,380.89,504.03,272.06,401.08
506,837.7,873.61,803.61,943.61,0,0,0.0,828.27,938.27,768.97,1008.97,769.38,924.38,801.74,938.32,711.78,880.65
507,288.06,207.79,137.79,277.79,17,0,-174.5,187.39,297.39,168.21,408.21,298.69,453.69,397.51,481.31,225.91,366.98
508,371.34,373.01,303.01,443.01,0,0,0.0,287.87,397.87,216.06,456.06,412.27,567.27,299.02,387.28,427.78,516.18
509,959.38,928.58,858.58,998.58,5,0,196.04,928.05,1038.05,874.87,1114.87,934.39,1089.39,906.94,1063.45,851.42,1069.57
510,92.54,95.63,25.63,165.63,0,2,133.82,0.0,93.15,5.71,245.71,0.0,120.34,4.97,163.98,0.0,129.14
511,972.4,953.74,883.74,1023.74,5,0,256.68,946.22,1056.22,833.76,1073.76,939.2,1094.2,914.01,1050.68,845.65,1061.77
512,912.43,906.15,836.15,976.15,0,0,0.0,756.13,866.13,780.31,1020.31,897.55,1052.55,841.3,945.84,794.15,992.09
513,227.12,204.28,134.28,274.28,0,0,0.0,144.79,254.79,114.3,354.3,166.57,321.57,167.64,282.05,90.56,266.93
514,339.62,270.35,200.35,340.35,17,0,12.38,331.73,441.73,152.38,392.38,281.31,436.31,320.62,395.56,236.71,374.96
515,438.46,466.03,396.03,536.03,0,0,0.0,348.55,458.55,284.56,524.56,354.55,509.55,395.44,484.88,415.07,506.79
516,737.62,801.02,731.02,871.02,0,0,0.0,712.42,822.42,654.07,894.07,657.15,812.15,738.7,850.84,655.33,804.27
517,768.28,841.43,771.43,911.43,0,22,-69.24,696.23,806.23,671.09,911.09,706.42,861.42,745.2,785.91,585.65,709.99
518,459.31,450.83,380.83,520.83,0,0,0.0,455.09,565.09,336.67,576.67,387.67,542.67,291.7,467.33,363.27,468.5
519,758.59,704.21,634.21,774.21,0,0,0.0,651.56,761.56,670.2,910.2,601.49,756.49,757.25,842.31,644.58,789.72
520,835.11,865.88,795.88,935.88,0,0,0.0,712.12,822.12,749.58,989.58,746.3,901.3,762.39,835.38,821.03,1028.45
521,515.24,416.52,346.52,486.52,20,0,-574.31,549.71,659.71,445.13,685.13,484.86,639.86,433.68,545.89,513.1,611.84
522,120.3,111.41,41.41,181.41,0,0,0.0,46.58,156.58,0.0,120.0,0.0,125.61,71.42,186.92,46.33,234.24
523,451.15,400.56,330.56,470.56,0,0,0.0,317.18,427.18,304.1,544.1,381.65,536.65,330.75,459.3,398.88,494.82
524,564.25,547.65,477.65,617.65,0,0,0.0,520.89,630.89,568.19,808.19,531.75,686.75,505.63,609.89,480.88,568.25
525,525.59,589.38,519.38,659.38,0,0,0.0,543.67,653.67,357.03,597.03,508.99,663.99,496.28,555.67,540.38,648.76
526,324.68,320.76,250.76,390.76,0,0,0.0,272.62,382.62,247.7,487.7,289.03,444.03,266.92,409.01,281.19,407.84
527,642.46,646.15,576.15,716.15,0,0,0.0,677.68,787.68,562.23,802.23,576.87,731.87,528.76,700.59,615.73,750.69
528,935.65,949.09,879.09,1019.09,0,0,0.0,887.39,997.39,807.83,1047.83,976.33,1131.33,897.55,1003.71,796.09,994.71
529,477.75,541.63,471.63,611.63,0,0,0.0,292.71,402.71,361.62,601.62,438.42,593.42,540.38,671.9,476.49,562.31
530,391.98,374.77,304.77,444.77,0,0,0.0,290.32,400.32,339.11,579.11,293.5,448.5,308.34,464.1,389.79,488.11
531,343.44,314.57,244.57,384.57,0,0,0.0,245.31,355.31,270.7,510.7,347.35,502.35,236.52,406.35,276.91,404.67
532,381.46,412.18,342.18,482.18,0,0,0.0,395.29,505.29,317.39,557.39,321.23,476.23,216.52,329.85,195.91,344.81
533,98.62,114.14,44.14,184.14,0,0,0.0,8.17,118.17,0.0,141.24,92.36,247.36,36.95,202.54,0.0,144.04
534,184.69,165.84,95.84,235.84,0,0,0.0,192.79,302.79,23.84,263.84,39.4,194.4,210.9,289.09,86.31,263.79
535,532.91,540.92,470.92,610.92,0,0,0.0,528.74,638.74,498.63,738.63,531.76,686.76,495.54,574.13,487.14,576.72
536,383.95,437.7,367.7,507.7,0,0,0.0,324.53,434.53,191.32,431.32,237.51,392.51,430.56,508.34,356.85,463.76
537,106.85,1.67,0.0,71.67,32,0,-1125.68,139.44,249.44,0.0,214.04,66.6,221.6,39.81,227.92,35.71,226.39
538,874.31,1007.44,937.44,1077.44,0,30,-1893.85,848.31,958.31,694.04,934.04,815.84,970.84,828.28,950.3,835.68,1048.27
539,311.2,355.16,285.16,425.16,0,0,0.0,299.74,409.74,245.24,485.24,221.33,376.33,121.71,221.74,247.13,382.66
540,598.98,592.08,522.08,662.08,0,0,0.0,541.64,651.64,446.54,686.54,586.24,741.24,609.27,709.63,578.64,700.52
541,806.17,763.41,693.41,833.41,0,0,0.0,729.29,839.29,627.91,867.91,757.16,912.16,670.38,795.84,823.21,1031.4
542,203.84,181.27,111.27,251.27,7,0,331.99,146.92,256.92,29.15,269.15,186.01,341.01,200.68,284.77,172.78,327.71
543,593.28,612.84,542.84,682.84,0,0,0.0,523.15,633.15,463.73,703.73,540.85,695.85,504.01,662.71,557.04,671.29
544,179.01,117.56,47.56,187.56,20,0,171.06,165.19,275.19,46.51,286.51,206.35,361.35,79.35,252.05,33.01,224.4
545,154.75,111.56,41.56,181.56,0,0,0.0,68.56,178.56,26.76,266.76,190.46,345.46,21.93,126.3,0.0,162.94
546,545.59,570.11,500.11,640.11,0,0,0.0,502.8,612.8,410.32,650.32,507.18,662.18,552.5,633.37,533.0,638.76
547,307.74,302.99,232.99,372.99,0,0,0.0,300.67,410.67,182.54,422.54,181.59,336.59,308.83,476.22,229.0,369.26
548,467.4,541.15,471.15,611.15,0,17,-63.74,431.52,541.52,390.11,630.11,408.14,563.14,415.89,521.16,451.03,533.37
549,275.43,296.65,226.65,366.65,0,0,0.0,207.08,317.08,151.81,391.81,246.91,401.91,265.32,296.51,128.69,295.12
550,329.01,359.98,289.98,429.98,0,0,0.0,239.28,349.28,122.54,362.54,327.79,482.79,279.64,421.42,283.48,409.53
551,207.88,201.08,131.08,271.08,0,0,0.0,130.78,240.78,130.33,370.33,109.46,264.46,142.65,279.83,116.38,286.02
552,633.27,575.41,505.41,645.41,0,0,0.0,560.95,670.95,629.21,869.21,556.56,711.56,547.53,712.04,523.11,625.38
553,980.12,1021.27,951.27,1091.27,0,17,490.48,840.91,950.91,801.69,1041.69,912.66,1067.66,906.6,1025.01,883.07,1112.39
554,737.27,814.59,744.59,884.59,0,0,0.0,747.38,857.38,656.45,896.45,761.56,916.56,706.97,795.56,636.56,778.87
555,877.13,809.02,739.02,879.02,13,0,24.52,867.16,977.16,790.35,1030.35,903.87,1058.87,783.51,889.91,715.89,886.21
556,545.76,518.34,448.34,588.34,0,0,0.0,552.05,662.05,375.13,615.13,517.07,672.07,462.06,572.53,524.5,627.26
557,852.53,783.7,713.7,853.7,18,0,20.95,793.54,903.54,776.07,1016.07,771.4,926.4,806.72,930.73,697.72,861.62
558,348.55,315.29,245.29,385.29,0,0,0.0,352.03,462.03,104.5,344.5,258.91,413.91,283.31,408.6,343.3,453.74
559,160.57,177.07,107.07,247.07,0,10,534.94,42.39,152.39,0.0,205.68,82.99,237.99,104.34,192.41,0.0,182.23
560,890.19,972.7,902.7,1042.7,0,22,-275.23,819.71,929.71,796.94,1036.94,786.78,941.78,749.94,860.43,769.29,958.45
561,382.32,356.11,286.11,426.11,6,0,262.7,341.57,451.57,298.91,538.91,413.93,568.93,428.15,558.07,307.73,427.45
562,930.39,865.81,795.81,935.81,11,0,59.7,849.82,959.82,836.36,1076.36,912.91,1067.91,887.63,952.5,885.75,1116.02
563,287.65,285.16,215.16,355.16,0,0,0.0,219.51,329.51,171.76,411.76,221.22,376.22,374.04,507.4,242.92,379.55
564,651.86,747.98,677.98,817.98,0,24,-627.02,677.6,787.6,562.59,802.59,655.28,810.28,577.3,714.14,566.46,684.03
565,396.69,441.55,371.55,511.55,0,13,326.77,333.73,443.73,287.9,527.9,371.33,526.33,346.91,498.08,293.32,416.8
566,518.58,562.67,492.67,632.67,0,0,0.0,420.46,530.46,404.95,644.95,512.16,667.16,391.86,530.64,494.95,587.28
567,468.61,502.56,432.56,572.56,0,0,0.0,416.9,526.9,387.47,627.47,381.57,536.57,445.55,529.2,363.67,468.8
568,397.11,342.63,272.63,412.63,12,0,186.27,340.09,450.09,266.98,506.98,271.33,426.33,425.79,541.64,388.91,487.46
569,143.8,123.92,53.92,193.92,0,0,0.0,0.0,91.59,78.07,318.07,155.48,310.48,131.24,205.37,43.89,232.44
570,881.79,895.86,825.86,965.86,0,0,0.0,866.79,976.79,935.24,1175.24,805.61,960.61,813.01,886.13,760.08,945.99
571,69.24,45.12,0.0,115.12,2,0,91.75,11.52,121.52,8.05,248.05,79.71,234.71,128.83,229.23,0.0,172.6
572,235.17,286.46,216.46,356.46,0,0,0.0,196.96,306.96,105.75,345.75,259.73,414.73,121.68,290.1,256.56,389.63
573,714.16,670.67,600.67,740.67,16,0,424.24,647.7,757.7,537.78,777.78,631.13,786.13,629.06,827.77,712.73,881.93
574,4.24,27.82,0.0,97.82,0,15,63.58,0.0,72.41,0.0,120.0,0.0,100.0,0.0,34.88,0.0,115.0
575,477.89,530.92,460.92,600.92,0,0,0.0,358.2,468.2,344.74,584.74,417.54,572.54,487.43,630.56,457.97,538.5
576,481.5,450.38,380.38,520.38,0,0,0.0,495.66,605.66,330.53,570.53,387.96,542.96,369.58,501.07,571.36,690.67
577,80.69,119.13,49.13,189.13,0,6,189.39,29.75,139.75,0.0,179.39,12.26,167.26,40.72,123.44,0.0,164.01
578,965.33,914.66,844.66,984.66,10,0,193.34,884.27,994.27,862.34,1102.34,959.38,1114.38,942.64,1066.55,911.46,1150.8
579,517.17,565.52,495.52,635.52,0,13,281.51,450.86,560.86,448.1,688.1,369.5,524.5,440.96,579.35,462.57,543.48
580,699.68,719.45,649.45,789.45,0,0,0.0,615.02,725.02,605.37,845.37,629.65,784.65,575.68,680.79,664.12,816.16
581,231.42,231.29,161.29,301.29,0,0,0.0,153.07,263.07,133.89,373.89,141.53,296.53,206.86,267.67,143.71,306.22
582,99.02,84.76,14.76,154.76,0,0,0.0,0.0,102.68,8.09,248.09,109.52,264.52,82.21,172.4,0.0,195.05
583,245.2,258.5,188.5,328.5,0,0,0.0,78.91,188.91,117.93,357.93,115.62,270.62,193.76,242.82,205.82,352.13
584,148.1,143.03,73.03,213.03,0,0,0.0,26.87,136.87,0.0,224.06,219.62,374.62,68.74,192.54,64.93,247.99
585,448.17,416.93,346.93,486.93,11,0,426.3,388.64,498.64,311.39,551.39,448.42,603.42,379.35,557.45,417.33,508.46
586,506.4,430.07,360.07,500.07,23,0,-145.79,478.94,588.94,387.2,627.2,415.32,570.32,407.97,584.71,512.17,610.58
587,585.94,577.59,507.59,647.59,0,0,0.0,531.15,641.15,443.14,683.14,623.16,778.16,522.21,695.7,501.46,596.09
588,188.3,266.5,196.5,336.5,0,25,-204.94,168.05,278.05,52.04,292.04,171.53,326.53,112.36,246.02,7.59,205.61
589,602.66,694.39,624.39,764.39,0,19,-412.79,542.75,652.75,516.69,756.69,540.56,695.56,521.81,694.74,612.0,745.64
590,457.0,476.72,406.72,546.72,0,0,0.0,501.2,611.2,390.04,630.04,353.26,508.26,372.85,514.94,405.53,499.74
591,397.51,475.94,405.94,545.94,0,20,-168.53,303.44,413.44,219.16,459.16,362.87,517.87,336.59,482.59,353.26,461.11
592,114.83,83.56,13.56,153.56,5,0,193.67,61.93,171.93,39.81,279.81,98.08,253.08,75.51,200.65,110.9,281.97
593,75.18,43.01,0.0,113.01,8,0,302.64,9.26,119.26,22.07,262.07,0.0,123.1,0.0,142.23,0.0,166.43
594,635.07,694.6,624.6,764.6,0,0,0.0,604.18,714.18,658.83,898.83,536.21,691.21,630.39,718.65,519.26,620.17
595,822.95,910.26,840.26,980.26,0,20,-346.19,719.75,829.75,698.4,938.4,761.1,916.1,781.26,910.26,743.97,924.19
596,82.13,166.69,96.69,236.69,0,0,0.0,0.0,104.04,0.0,148.2,50.64,205.64,130.49,269.5,21.48,215.88
597,600.76,699.48,629.48,769.48,0,23,-660.41,597.13,707.13,446.24,686.24,599.6,754.6,473.56,608.8,570.16,689.04
598,633.83,640.41,570.41,710.41,0,0,0.0,559.84,669.84,491.92,731.92,528.17,683.17,495.53,625.65,567.22,685.06
599,18.04,0.0,0.0,70.0,0,0,0.0,0.0,55.0,0.0,157.24,3.36,158.36,0.0,35.47,44.83,233.13
600,858.36,912.18,842.18,982.18,0,0,0.0,785.13,895.13,705.1,945.1,860.17,1015.17,791.58,914.51,785.47,980.34
601,455.58,433.48,363.48,503.48,3,0,143.69,432.94,542.94,268.75,508.75,483.94,638.94,353.7,508.68,453.65,535.31
602,958.75,936.25,866.25,1006.25,0,0,0.0,988.15,1098.15,865.38,1105.38,869.48,1024.48,814.61,958.06,893.69,1126.76
603,398.48,420.21,350.21,490.21,0,0,0.0,222.96,332.96,259.42,499.42,383.17,538.17,339.55,463.25,363.5,468.67
604,358.05,321.72,251.72,391.72,0,0,0.0,351.23,461.23,321.75,561.75,269.89,424.89,214.94,344.05,278.1,405.55
605,328.92,320.89,250.89,390.89,0,0,0.0,308.38,418.38,206.4,446.4,243.83,398.83,257.17,375.79,253.61,387.45
606,318.39,361.3,291.3,431.3,0,5,135.43,222.49,332.49,231.6,471.6,250.63,405.63,234.49,383.06,273.07,401.83
607,547.22,549.04,479.04,619.04,0,0,0.0,616.64,726.64,404.65,644.65,445.43,600.43,474.04,599.19,518.22,618.76
608,580.86,596.42,526.42,666.42,0,0,0.0,618.11,728.11,370.72,610.72,510.64,665.64,492.37,609.91,612.42,746.22
609,282.47,265.09,195.09,335.09,0,0,0.0,378.85,488.85,226.62,466.62,235.65,390.65,201.89,275.06,135.3,300.01
610,460.55,441.35,371.35,511.35,0,0,0.0,503.76,613.76,307.98,547.98,535.94,690.94,382.3,525.16,412.92,505.2
611,373.38,267.6,197.6,337.6,27,0,-966.07,271.02,381.02,216.3,456.3,386.71,541.71,271.05,392.35,397.53,493.82
612,586.09,608.28,538.28,678.28,0,0,0.0,570.24,680.24,428.57,668.57,527.22,682.22,534.04,652.06,570.75,689.84
613,163.12,137.63,67.63,207.63,4,0,178.02,107.06,217.06,115.57,355.57,157.26,312.26,115.28,265.93,103.83,276.74
614,71.12,80.75,10.75,150.75,0,0,0.0,0.0,89.37,0.0,207.42,17.92,172.92,0.0,104.74,112.54,283.18
615,967.2,968.14,898.14,1038.14,0,0,0.0,913.92,1023.92,868.08,1108.08,982.17,1137.17,996.74,1137.13,858.61,1079.3
616,77.9,117.76,47.76,187.76,0,0,0.0,0.0,55.0,0.0,155.47,58.39,213.39,0.0,82.42,40.99,230.3
617,702.65,693.18,623.18,763.18,0,0,0.0,631.37,741.37,658.19,898.19,702.02,857.02,633.93,788.68,629.38,769.16
618,850.47,851.04,781.04,921.04,0,0,0.0,745.78,855.78,786.78,1026.78,840.67,995.67,813.32,880.5,760.9,947.1
619,643.25,538.32,468.32,608.32,27,0,-943.09,635.26,745.26,461.21,701.21,660.7,815.7,610.71,706.28,597.26,725.7
